step,Df,Da,EeIndex8,Rudder,TrueVwr,Me1Sw_com_temp,Me1Nms,Me1Load,Me1Main_brg_lo_in_press,Me1Axial_vib,Me1Main_brg_lo_in_temp,Me1Thrust_bearing_pad_temp
38,0.930827,0.773279,0.945257,0.503121,0.272453,0.970777,0.401359,0.000000,0.166667,0.035324,0.247494,0.102362
39,0.937594,0.778340,0.953561,0.503121,0.249097,0.972778,0.401359,0.000000,0.166667,0.033642,0.248330,0.106063
40,0.938346,0.783401,0.961866,0.503121,0.238060,0.980785,0.401359,0.000000,0.200000,0.033642,0.248330,0.102362
41,0.922556,0.774291,0.970170,0.503121,0.256447,0.980785,0.401359,0.000000,0.333333,0.033642,0.248330,0.101969
42,0.908271,0.785425,0.978474,0.503121,0.261979,0.980785,0.401359,0.000000,0.166667,0.033642,0.248330,0.094488
43,0.915038,0.770243,0.986779,0.503121,0.263694,0.980785,0.401359,0.000000,0.333333,0.033642,0.248330,0.094488
44,0.937594,0.774291,0.995083,0.746607,0.255500,0.986289,0.629396,0.093111,0.333333,0.815812,0.248330,0.091732
45,0.936090,0.755061,0.985473,0.990952,0.231222,0.990793,0.639131,0.092412,0.333333,0.886459,0.223274,0.093465
46,0.942105,0.775304,0.976037,0.993636,0.251965,0.990793,0.639638,0.098891,0.333333,0.856182,0.220490,0.104882
47,0.932331,0.745951,0.974771,0.997776,0.260083,0.986089,0.717737,0.322120,0.333333,0.857023,0.220490,0.117559
48,0.918797,0.736842,0.973008,0.820311,0.233527,0.985188,0.801283,0.354390,0.333333,0.840202,0.220490,0.134331
49,0.924812,0.725709,0.961759,0.827580,0.247714,0.981986,0.802403,0.446925,0.333333,0.783852,0.220490,0.176772
50,0.916541,0.694332,0.951926,0.496971,0.256652,0.980785,0.802001,0.419121,0.333333,0.796468,0.220490,0.221417
51,0.896992,0.726721,0.943980,0.300106,0.276678,0.979784,0.800660,0.408026,0.333333,0.793944,0.238586,0.256299
52,0.896241,0.748988,0.932954,0.435536,0.271147,0.977082,0.801398,0.394809,0.333333,0.788057,0.260022,0.289528
53,0.883459,0.761134,0.921159,0.656540,0.279879,0.976081,0.799445,0.383646,0.333333,0.796468,0.289532,0.315354
54,0.878947,0.747976,0.911177,0.370144,0.252196,0.973078,0.801474,0.378852,0.333333,0.798991,0.323497,0.337244
55,0.866917,0.752024,0.901219,0.444814,0.252247,0.978082,0.802048,0.356280,0.333333,0.793103,0.331849,0.353701
56,0.854887,0.752024,0.891932,0.499839,0.250608,0.981585,0.801570,0.342487,0.333333,0.797309,0.342149,0.367165
57,0.836090,0.757085,0.883092,0.504532,0.274450,0.975480,0.802240,0.331640,0.333333,0.792262,0.359688,0.381260
58,0.825564,0.765182,0.875071,0.711856,0.259290,0.975480,0.800996,0.333721,0.333333,0.793103,0.374165,0.385827
59,0.822556,0.776316,0.868863,0.381278,0.246562,0.977782,0.801953,0.336392,0.333333,0.804037,0.359688,0.393937
60,0.804511,0.774291,0.862258,0.450504,0.242644,0.965773,0.801761,0.319408,0.333333,0.786375,0.359688,0.405748
61,0.803008,0.782389,0.855305,0.491266,0.246332,0.965472,0.801790,0.306739,0.333333,0.774601,0.359688,0.410079
62,0.787218,0.769231,0.849321,0.551873,0.258316,0.960769,0.801857,0.301767,0.333333,0.770395,0.356069,0.417323
63,0.775188,0.781377,0.844057,0.503013,0.253835,0.960769,0.801761,0.298617,0.333333,0.767872,0.331849,0.421260
64,0.764662,0.767206,0.838966,0.533179,0.266332,0.960769,0.801570,0.291741,0.333333,0.762826,0.331849,0.425197
65,0.755639,0.770243,0.834471,0.483016,0.273989,0.965472,0.801761,0.290303,0.333333,0.765349,0.311804,0.425197
66,0.762406,0.780364,0.830275,0.544113,0.280494,0.960769,0.801283,0.283043,0.333333,0.760303,0.304009,0.425197
67,0.739098,0.785425,0.826600,0.510973,0.275782,0.960769,0.801666,0.283112,0.333333,0.759462,0.281737,0.425197
68,0.739098,0.773279,0.823223,0.542304,0.285718,0.960769,0.801857,0.278003,0.333333,0.755257,0.276169,0.428976
69,0.735338,0.780364,0.820516,0.501434,0.289764,0.960769,0.802374,0.276250,0.333333,0.754415,0.264755,0.431181
70,0.722556,0.784413,0.817338,0.535265,0.258905,0.960769,0.802058,0.273100,0.333333,0.754415,0.248330,0.433071
71,0.713534,0.791498,0.814904,0.501587,0.288970,0.960769,0.786130,0.241679,0.333333,0.769554,0.248330,0.433071
72,0.712782,0.821862,0.695538,0.546950,0.277113,0.960769,0.640088,0.051020,0.200000,0.853659,0.248330,0.429921
73,0.717293,0.808704,0.696109,0.564571,0.283464,0.960769,0.639542,0.047432,0.333333,0.841884,0.248330,0.411024
74,0.728571,0.805668,0.703360,0.528808,0.283106,0.960769,0.641093,0.048829,0.333333,0.841043,0.230234,0.378976
75,0.725564,0.804656,0.711356,0.558406,0.253143,0.960769,0.640203,0.046706,0.333333,0.845248,0.220490,0.353543
76,0.748120,0.796559,0.716223,0.532059,0.241876,0.960769,0.639341,0.041775,0.333333,0.841884,0.219098,0.326535
77,0.750376,0.800607,0.722133,0.574202,0.269200,0.960769,0.641064,0.044035,0.333333,0.843566,0.192650,0.307717
78,0.754135,0.790486,0.727769,0.506311,0.259187,0.960769,0.639006,0.045199,0.333333,0.841043,0.170935,0.285591
79,0.766917,0.778340,0.732910,0.589799,0.259520,0.960769,0.639466,0.045706,0.333333,0.836838,0.164811,0.274409
80,0.767669,0.791498,0.737801,0.569371,0.273451,0.960769,0.641419,0.046569,0.333333,0.841884,0.164811,0.258504
81,0.781203,0.786437,0.680217,0.526876,0.262670,0.960769,0.579525,0.022011,0.333333,0.754415,0.164811,0.248268
82,0.781203,0.827935,0.436592,0.676845,0.255474,0.960769,0.503905,0.000000,0.333333,0.693019,0.164811,0.235433
83,0.787218,0.795547,0.354896,0.613630,0.243822,0.960769,0.488657,0.000000,0.333333,0.656013,0.164811,0.218346
84,0.795489,0.797571,0.343076,0.569908,0.250019,0.960769,0.484943,0.000000,0.333333,0.640034,0.164811,0.200000
85,0.806767,0.798583,0.258946,0.714831,0.246357,0.960769,0.469340,0.000000,0.333333,0.586207,0.164811,0.179370
86,0.814286,0.799595,0.066872,0.628261,0.244027,0.960769,0.443620,0.000000,0.333333,0.423886,0.164811,0.161417
87,0.822556,0.803644,0.133672,0.606699,0.241773,0.960769,0.401359,0.000000,0.333333,0.035324,0.164811,0.145669
88,0.823308,0.802632,0.200472,0.739430,0.236318,0.960769,0.401359,0.000000,0.333333,0.033642,0.164811,0.140709
89,0.832331,0.792510,0.267273,0.647430,0.247586,0.960769,0.401359,0.000000,0.200000,0.033642,0.145880,0.132126
90,0.835338,0.789474,0.334073,0.777340,0.252606,0.960769,0.401359,0.000000,0.300000,0.033642,0.128341,0.123701
91,0.843609,0.793522,0.400873,0.665189,0.236984,0.960769,0.401359,0.000000,0.133333,0.033642,0.109131,0.118110
92,0.842857,0.787449,0.467673,0.672750,0.235243,0.960769,0.401359,0.000000,0.300000,0.033642,0.109131,0.111024
93,0.849624,0.781377,0.534473,0.810557,0.218546,0.960769,0.401359,0.000000,0.033333,0.033642,0.109131,0.106850
94,0.850376,0.781377,0.601274,0.550033,0.222618,0.960769,0.401359,0.000000,0.333333,0.033642,0.095768,0.096063
95,0.848872,0.807692,0.668074,0.575475,0.232298,0.960769,0.258352,0.048308,0.333333,0.585366,0.109131,0.094331
96,0.855639,0.816802,0.824315,0.500345,0.239161,0.960769,0.188332,0.074990,0.333333,0.915055,0.109131,0.086614
97,0.875940,0.802632,0.874451,0.500866,0.233732,0.960769,0.123921,0.114231,0.333333,0.927670,0.109131,0.086063
98,0.870677,0.690283,0.888332,0.500667,0.230685,0.960769,0.123844,0.107109,0.333333,0.924306,0.109131,0.083228
99,0.892481,0.528340,0.900474,0.500560,0.229020,0.960769,0.124055,0.113135,0.333333,0.944491,0.126670,0.082835
100,0.893233,0.548583,0.913883,0.500820,0.226024,0.960769,0.123576,0.111766,0.333333,0.944491,0.155902,0.086614
101,0.897744,0.596154,0.935661,0.501557,0.204307,0.960769,0.075237,0.241378,0.333333,0.984020,0.164811,0.082913
102,0.907519,0.595142,0.962951,0.501587,0.178955,0.960769,0.000890,0.352650,0.333333,0.845248,0.190145,0.083543
103,0.906015,0.546559,0.977552,0.501004,0.199288,0.960769,0.000000,0.370429,0.333333,0.854500,0.220490,0.080866
104,0.897744,0.570850,0.991458,0.501235,0.220031,0.960769,0.004575,0.337762,0.333333,0.882254,0.255290,0.080472
105,0.921053,0.630567,1.000000,0.501587,0.223975,0.960769,0.179889,0.072976,0.333333,0.999159,0.280902,0.078740
106,0.916541,0.758097,0.994438,0.501051,0.206228,0.960769,0.195922,0.084687,0.200000,0.857864,0.324889,0.084409
107,0.921053,0.710526,0.970748,0.500161,0.197777,0.960769,0.357069,0.011944,0.166667,0.335576,0.359688,0.095906
108,0.927068,0.767206,0.970883,0.500054,0.209173,0.960769,0.401359,0.000000,0.000000,0.033642,0.387528,0.109291
109,0.912030,0.782389,0.971019,0.500130,0.204051,0.960769,0.401359,0.000000,0.166667,0.033642,0.387528,0.113780
110,0.921805,0.791498,0.971154,0.500084,0.215191,0.960769,0.401359,0.000000,0.133333,0.033642,0.382795,0.118110
111,0.923308,0.788462,0.971289,0.500054,0.209685,0.960769,0.401359,0.000000,0.133333,0.033642,0.359688,0.118110
112,0.905263,0.779352,0.971424,0.500054,0.209967,0.960769,0.401359,0.000000,0.166667,0.033642,0.336860,0.118110
113,0.922556,0.773279,0.971560,0.500100,0.196727,0.960769,0.401359,0.000000,0.000000,0.033642,0.305958,0.118110
114,0.916541,0.778340,0.971695,0.500176,0.227893,0.960769,0.401359,0.000000,0.000000,0.033642,0.288697,0.114331
115,0.924060,0.773279,0.971830,0.500054,0.225998,0.960769,0.401359,0.000000,0.066667,0.033642,0.234967,0.110236
116,0.910526,0.775304,0.971965,0.503581,0.221363,0.960769,0.401359,0.000000,0.333333,0.033642,0.212138,0.110236
117,0.896992,0.763158,0.972101,0.504654,0.232528,0.960769,0.401359,0.000000,0.200000,0.033642,0.192650,0.107480
118,0.896992,0.774291,0.972236,0.504654,0.229097,0.960769,0.401359,0.000000,0.333333,0.033642,0.168151,0.102362
119,0.909023,0.787449,0.972371,0.504654,0.225691,0.960769,0.401359,0.000000,0.333333,0.033642,0.137806,0.102362
120,0.912030,0.783401,0.972506,0.504654,0.236498,0.960769,0.401359,0.000000,0.233333,0.033642,0.136971,0.098031
121,0.912030,0.768219,0.972642,0.504654,0.225435,0.960769,0.401359,0.000000,0.000000,0.033642,0.136971,0.094488
122,0.910526,0.776316,0.972777,0.504654,0.234398,0.960769,0.401359,0.000000,0.166667,0.033642,0.136971,0.094488
123,0.914286,0.775304,0.972912,0.504654,0.240032,0.960769,0.401359,0.000000,0.300000,0.033642,0.136971,0.088583
124,0.917293,0.768219,0.973047,0.504654,0.233501,0.961970,0.401359,0.000000,0.166667,0.033642,0.145323,0.086614
125,0.906015,0.774291,0.973183,0.504654,0.234603,0.964071,0.401359,0.000000,0.000000,0.033642,0.164811,0.084252
126,0.896241,0.762146,0.973318,0.504654,0.219622,0.960769,0.401359,0.000000,0.166667,0.033642,0.174555,0.078740
127,0.918045,0.772267,0.973453,0.504654,0.225512,0.960769,0.401359,0.000000,0.333333,0.033642,0.192650,0.078740
128,0.916541,0.756073,0.973588,0.504654,0.238418,0.960769,0.401359,0.000000,0.333333,0.033642,0.204621,0.075591
129,0.918797,0.762146,0.973724,0.504654,0.241056,0.960769,0.401359,0.000000,0.333333,0.033642,0.220490,0.070866
130,0.915789,0.777328,0.973859,0.504654,0.257599,0.960769,0.401359,0.000000,0.333333,0.033642,0.233853,0.070866
131,0.915789,0.768219,0.973994,0.504654,0.253989,0.960769,0.401359,0.000000,0.266667,0.033642,0.248330,0.070866
132,0.898496,0.768219,0.974129,0.504654,0.249097,0.960769,0.401359,0.000000,0.066667,0.033642,0.249165,0.067087
133,0.917293,0.773279,0.974265,0.504654,0.233809,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.062992
134,0.908271,0.768219,0.974400,0.504654,0.244667,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.062992
135,0.898496,0.773279,0.974535,0.504654,0.255858,0.960769,0.401359,0.000000,0.333333,0.033642,0.278953,0.058740
136,0.914286,0.772267,0.974670,0.504654,0.253681,0.960769,0.401359,0.000000,0.333333,0.033642,0.304009,0.055118
137,0.886466,0.774291,0.974806,0.504654,0.233527,0.960769,0.401359,0.000000,0.333333,0.033642,0.304009,0.055118
138,0.907519,0.781377,0.974941,0.504654,0.224820,0.960769,0.401359,0.000000,0.333333,0.033642,0.304009,0.055118
139,0.915789,0.765182,0.975076,0.504640,0.222720,0.960769,0.401359,0.000000,0.333333,0.033642,0.304009,0.055118
140,0.908271,0.768219,0.975211,0.504626,0.242029,0.960769,0.401359,0.000000,0.333333,0.033642,0.304009,0.055118
141,0.915789,0.771255,0.975347,0.504612,0.236242,0.960769,0.401359,0.000000,0.333333,0.033642,0.304009,0.049055
142,0.915789,0.771255,0.975482,0.504597,0.232836,0.960769,0.401359,0.000000,0.333333,0.033642,0.294822,0.050945
143,0.912782,0.759109,0.975617,0.504583,0.205306,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.047244
144,0.921053,0.764170,0.975752,0.504569,0.192502,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.047244
145,0.929323,0.781377,0.975888,0.504554,0.173500,0.960769,0.401359,0.000000,0.333333,0.033642,0.251114,0.047244
146,0.913534,0.764170,0.976023,0.504540,0.190888,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.047244
147,0.912030,0.764170,0.976158,0.504526,0.167815,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.047244
148,0.918045,0.777328,0.976293,0.504511,0.153115,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.047244
149,0.891729,0.773279,0.976429,0.504497,0.160593,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.047244
150,0.900000,0.773279,0.976564,0.504483,0.184589,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.046850
151,0.904511,0.778340,0.976699,0.504469,0.185382,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.039370
152,0.906015,0.772267,0.976834,0.504454,0.187687,0.960769,0.401359,0.000000,0.333333,0.033642,0.230791,0.039370
153,0.890977,0.764170,0.976970,0.504440,0.197291,0.960769,0.401359,0.000000,0.333333,0.033642,0.226058,0.039370
154,0.900752,0.774291,0.977105,0.504426,0.185229,0.960769,0.401359,0.000000,0.333333,0.033642,0.242205,0.039370
155,0.895489,0.767206,0.977240,0.504411,0.201209,0.960769,0.401359,0.000000,0.333333,0.033642,0.240535,0.039370
156,0.921805,0.771255,0.977375,0.504397,0.173372,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.039370
157,0.906015,0.758097,0.977511,0.504383,0.165023,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.039370
158,0.914286,0.764170,0.977646,0.504368,0.165126,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.033307
159,0.915038,0.777328,0.977781,0.504354,0.173551,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.031496
160,0.925564,0.784413,0.977916,0.504340,0.171093,0.960769,0.401359,0.000000,0.333333,0.033642,0.258073,0.031496
161,0.921053,0.770243,0.978052,0.504326,0.162770,0.960769,0.401359,0.000000,0.333333,0.033642,0.251670,0.031496
162,0.900000,0.768219,0.978187,0.504311,0.163820,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.031496
163,0.914286,0.773279,0.978322,0.504297,0.190735,0.960769,0.401359,0.000000,0.333333,0.033642,0.261693,0.031496
164,0.908271,0.768219,0.978457,0.504283,0.188993,0.960769,0.401359,0.000000,0.333333,0.033642,0.274220,0.031496
165,0.908271,0.777328,0.978593,0.504268,0.200697,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.031496
166,0.901504,0.774291,0.978728,0.504254,0.209788,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.031496
167,0.911278,0.774291,0.978863,0.504240,0.212989,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.031496
168,0.912030,0.773279,0.978998,0.504226,0.211350,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.030866
169,0.908271,0.763158,0.979134,0.504211,0.188225,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
170,0.890226,0.773279,0.979269,0.504197,0.176394,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
171,0.906015,0.764170,0.979404,0.504183,0.192937,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
172,0.924060,0.776316,0.979539,0.504168,0.200953,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
173,0.918045,0.769231,0.979674,0.504154,0.189634,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
174,0.915038,0.768219,0.979810,0.504140,0.191273,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
175,0.915789,0.770243,0.979945,0.504125,0.197803,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
176,0.917293,0.766194,0.980080,0.504111,0.202284,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
177,0.905263,0.778340,0.980215,0.504097,0.201286,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
178,0.912030,0.776316,0.980351,0.504083,0.215524,0.960769,0.401359,0.000000,0.000000,0.033642,0.276169,0.023622
179,0.919549,0.760121,0.980486,0.504068,0.191529,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
180,0.900000,0.761134,0.980621,0.504054,0.184153,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
181,0.891729,0.761134,0.980756,0.504040,0.204743,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
182,0.915789,0.767206,0.980892,0.504025,0.204999,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
183,0.918797,0.761134,0.981027,0.504011,0.217470,0.960769,0.401359,0.000000,0.333333,0.033642,0.263641,0.023622
184,0.892481,0.770243,0.981162,0.503997,0.222976,0.960769,0.401359,0.000000,0.333333,0.033642,0.261414,0.023622
185,0.906015,0.778340,0.981297,0.503982,0.220953,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.023622
186,0.938346,0.759109,0.981433,0.503968,0.208815,0.960769,0.401359,0.000000,0.333333,0.033642,0.275612,0.019843
187,0.924060,0.767206,0.981568,0.503954,0.214807,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.019685
188,0.912782,0.768219,0.981703,0.503940,0.234142,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
189,0.912030,0.768219,0.981838,0.503925,0.222234,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
190,0.904511,0.768219,0.981974,0.503911,0.209122,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
191,0.927068,0.773279,0.982109,0.503897,0.209071,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
192,0.900752,0.763158,0.982244,0.503882,0.206356,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
193,0.911278,0.769231,0.982379,0.503868,0.206689,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
194,0.900752,0.772267,0.982515,0.503854,0.203462,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
195,0.912030,0.769231,0.982650,0.503840,0.189864,0.960769,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
196,0.905263,0.763158,0.982785,0.503825,0.191682,0.963070,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
197,0.906767,0.772267,0.982920,0.503811,0.185126,0.963070,0.401359,0.000000,0.333333,0.033642,0.248330,0.015748
198,0.912030,0.781377,0.983056,0.503797,0.213117,0.960769,0.401359,0.000000,0.333333,0.033642,0.261693,0.015748
199,0.916541,0.781377,0.983191,0.503782,0.213783,0.960769,0.401359,0.000000,0.333333,0.033642,0.257238,0.015748
200,0.912030,0.761134,0.983326,0.503768,0.199160,0.960769,0.401359,0.000000,0.333333,0.033642,0.253062,0.015748
201,0.893985,0.773279,0.983461,0.503754,0.193782,0.960769,0.401359,0.000000,0.333333,0.033642,0.258909,0.015748
202,0.912782,0.762146,0.983597,0.503739,0.193475,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015748
203,0.899248,0.767206,0.983732,0.503725,0.176496,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015748
204,0.895489,0.773279,0.983867,0.503711,0.170453,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015748
205,0.914286,0.773279,0.984002,0.503697,0.190351,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015748
206,0.903008,0.760121,0.984138,0.503682,0.198673,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015748
207,0.896992,0.758097,0.984273,0.503668,0.194474,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015748
208,0.909774,0.767206,0.984408,0.503654,0.187252,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015748
209,0.916541,0.781377,0.984543,0.503639,0.177905,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015748
210,0.905263,0.770243,0.984679,0.503625,0.183436,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.015197
211,0.905263,0.768219,0.984814,0.503611,0.179979,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.007874
212,0.896992,0.768219,0.984949,0.503596,0.174115,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.007874
213,0.918797,0.763158,0.985084,0.503582,0.162565,0.965072,0.401359,0.000000,0.333333,0.033642,0.276169,0.009055
214,0.916541,0.783401,0.985220,0.503568,0.172040,0.961069,0.401359,0.000000,0.333333,0.033642,0.276169,0.012205
215,0.916541,0.770243,0.985355,0.503554,0.175779,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.010866
216,0.902256,0.767206,0.985490,0.503539,0.182898,0.962470,0.401359,0.000000,0.333333,0.033642,0.276169,0.009449
217,0.909023,0.768219,0.985625,0.503525,0.185920,0.970777,0.401359,0.000000,0.333333,0.033642,0.276169,0.010000
218,0.915789,0.763158,0.985761,0.503511,0.184793,0.963571,0.401359,0.000000,0.333333,0.033642,0.276169,0.007874
219,0.918045,0.773279,0.985896,0.503496,0.175677,0.960769,0.401359,0.000000,0.333333,0.033642,0.276169,0.007874
220,0.905263,0.767206,0.986031,0.503482,0.168890,0.965072,0.401359,0.000000,0.333333,0.033642,0.276169,0.007874
221,0.903759,0.769231,0.986166,0.503468,0.180158,0.961269,0.401359,0.000000,0.333333,0.033642,0.276169,0.007874
