time_step,bearing_temp,engine_speed,engine_load,lub_oil_inlet_temp,lub_oil_pressure,axial_vibration,engine_st_aft_brg_temp1,engine_intermed_shaft_brg_temp,cooling_water_temp,engine_air_temp,status,draft_fore,draft_aft,vs,relative_wind_speed,energy_efficiency_index,rudder_angle,depth
0.285709,0.637826,0.936437,0.671914,0.408787,0.943290,0.868767,0.842774,0.709882,0.716838,0.843174,0.999725,0.867273,0.965857,0.865694,0.380387,0.891423,0.499716,
0.285721,0.639252,0.934709,0.670739,0.409280,0.945576,0.862863,0.840630,0.713749,0.714973,0.841514,0.999508,0.862986,0.967136,0.866304,0.399830,0.891217,0.500273,
0.285733,0.640075,0.934420,0.672009,0.410164,0.944494,0.865853,0.841899,0.717532,0.714408,0.844485,0.999534,0.862022,0.965805,0.869634,0.372618,0.891662,0.496378,
0.285745,0.641329,0.934257,0.671217,0.410855,0.946048,0.867463,0.839966,0.719073,0.717593,0.846260,1.000000,0.868715,0.961604,0.865237,0.367747,0.892171,0.494267,
0.285756,0.638885,0.934692,0.673126,0.410906,0.945314,0.869311,0.839962,0.719036,0.715788,0.844814,0.999435,0.866075,0.963471,0.869532,0.375270,0.890674,0.493522,
0.285768,0.637653,0.934347,0.667595,0.406617,0.944883,0.866412,0.842412,0.717865,0.718474,0.847121,1.000000,0.862761,0.971650,0.869364,0.406451,0.889522,0.504122,
0.285780,0.637569,0.936278,0.661671,0.405274,0.944461,0.865340,0.841277,0.716619,0.717622,0.841285,0.999983,0.864540,0.966724,0.867961,0.402772,0.891829,0.510403,
0.285792,0.637922,0.934419,0.670374,0.399127,0.944655,0.860874,0.838754,0.718321,0.715784,0.843937,1.000000,0.866565,0.959185,0.866153,0.406928,0.891156,0.506469,
0.285803,0.639673,0.934087,0.671746,0.395296,0.943300,0.870225,0.841818,0.719046,0.718742,0.845212,1.000000,0.867658,0.965436,0.865103,0.403641,0.890281,0.505885,
0.285815,0.638354,0.935053,0.672247,0.393175,0.945187,0.863511,0.839744,0.718248,0.717850,0.842498,0.998317,0.860892,0.969448,0.867362,0.393790,0.891622,0.501491,
0.285827,0.638670,0.935113,0.672175,0.393508,0.945692,0.867362,0.840757,0.716138,0.716349,0.839478,1.000000,0.866395,0.957670,0.864396,0.395001,0.890487,0.498211,
0.285839,0.638846,0.934440,0.674658,0.392486,0.944753,0.865966,0.839302,0.712581,0.716543,0.841530,1.000000,0.864340,0.962351,0.867834,0.444628,0.890315,0.494447,
0.285851,0.640117,0.932855,0.671074,0.395517,0.945148,0.866715,0.843480,0.711498,0.718116,0.841630,0.998728,0.859224,0.970595,0.866180,0.427206,0.891361,0.493801,
0.285862,0.637795,0.934710,0.669806,0.395107,0.945302,0.864570,0.841049,0.709969,0.716831,0.841525,1.000000,0.857697,0.960466,0.865525,0.401996,0.890658,0.496489,
0.285874,0.639665,0.935575,0.666859,0.409201,0.946069,0.864182,0.840124,0.710768,0.716034,0.840454,0.999237,0.862645,0.967033,0.863064,0.425245,0.889516,0.503471,
0.285886,0.637902,0.935625,0.667585,0.411496,0.945082,0.866009,0.840369,0.712540,0.715707,0.842422,0.999495,0.866656,0.971292,0.862703,0.403326,0.890533,0.505956,
0.285898,0.639179,0.934083,0.670760,0.410017,0.945398,0.861664,0.843690,0.708795,0.716025,0.841632,1.000000,0.860947,0.965230,0.861382,0.387124,0.890661,0.499449,
0.285909,0.639750,0.934612,0.673373,0.413039,0.944057,0.866539,0.839495,0.712159,0.717161,0.840436,1.000000,0.862414,0.963404,0.860172,0.400430,0.891548,0.495284,
0.285921,0.636655,0.934809,0.675791,0.409998,0.946230,0.866502,0.841813,0.712690,0.713973,0.842208,1.000000,0.861144,0.966583,0.857730,0.405932,0.890108,0.488713,
0.285933,0.637603,0.934707,0.677203,0.410431,0.946158,0.868261,0.840836,0.710215,0.716519,0.843835,0.999005,0.864865,0.968788,0.859870,0.435289,0.889721,0.489293,
0.285945,0.637226,0.934510,0.671894,0.409756,0.945869,0.865456,0.840436,0.714542,0.713711,0.844569,0.997968,0.865365,0.962971,0.861857,0.423985,0.892457,0.488398,
0.285956,0.639729,0.935378,0.669192,0.408542,0.942802,0.865344,0.840970,0.707801,0.716931,0.844014,0.999898,0.866784,0.960563,0.860475,0.425872,0.892907,0.494473,
0.285968,0.638089,0.936029,0.668595,0.404227,0.945101,0.862803,0.840368,0.712455,0.715871,0.845809,0.998353,0.861592,0.962875,0.863561,0.432665,0.890548,0.501104,
0.285980,0.638460,0.934061,0.669261,0.409199,0.944397,0.863050,0.840562,0.711645,0.716628,0.843688,0.999273,0.861751,0.965542,0.863060,0.430265,0.890419,0.500797,
0.285992,0.637616,0.936502,0.670914,0.397940,0.943747,0.861676,0.841376,0.714132,0.716498,0.844496,0.998033,0.862087,0.959506,0.863626,0.383479,0.890024,0.498393,
0.286004,0.636929,0.934359,0.674731,0.393878,0.944861,0.863537,0.841558,0.714336,0.715131,0.844932,0.999656,0.862240,0.965965,0.863215,0.419257,0.893685,0.492185,
0.286015,0.639794,0.935136,0.670870,0.394839,0.945259,0.865701,0.840025,0.715723,0.716149,0.845501,0.997059,0.863312,0.959609,0.859225,0.412775,0.890404,0.497072,
0.286027,0.639002,0.935081,0.672571,0.393618,0.945166,0.859753,0.838520,0.711165,0.717149,0.844521,1.000000,0.865300,0.966414,0.867725,0.412800,0.889144,0.495357,
0.286039,0.639654,0.935700,0.666051,0.386232,0.945574,0.862678,0.840453,0.713704,0.713485,0.847933,0.999873,0.864869,0.955082,0.863029,0.412594,0.892156,0.503265,
0.286051,0.638392,0.934429,0.667915,0.392459,0.944429,0.865833,0.839961,0.710529,0.717293,0.850113,1.000000,0.860803,0.967507,0.864112,0.424224,0.889719,0.506054,
0.286062,0.638665,0.936863,0.670013,0.392554,0.944006,0.862911,0.840109,0.712922,0.716865,0.848860,0.999796,0.863297,0.972648,0.867141,0.404401,0.890142,0.504494,
0.286074,0.637501,0.936136,0.672130,0.394244,0.944018,0.862532,0.843239,0.710839,0.719403,0.849136,0.999556,0.863556,0.966881,0.867405,0.391399,0.891740,0.495197,
0.286086,0.637585,0.935334,0.675472,0.394090,0.943822,0.864141,0.841598,0.709127,0.716288,0.848850,1.000000,0.867779,0.969155,0.867480,0.409297,0.891898,0.495086,
0.286098,0.638937,0.933795,0.672620,0.395927,0.943431,0.862347,0.841056,0.709120,0.714292,0.847997,0.999901,0.862548,0.968172,0.865094,0.396930,0.892238,0.491732,
0.286109,0.638333,0.935720,0.673368,0.396742,0.945674,0.864830,0.840603,0.708412,0.713086,0.845448,1.000000,0.860159,0.969518,0.865745,0.398544,0.891052,0.487526,
0.286121,0.637249,0.933339,0.674853,0.401568,0.944356,0.864410,0.840860,0.707875,0.712438,0.844516,0.998129,0.857655,0.962105,0.860897,0.422392,0.890485,0.490122,
0.286133,0.639587,0.936150,0.671117,0.396704,0.945482,0.863666,0.842865,0.708704,0.715123,0.843848,0.999485,0.862454,0.965200,0.861243,0.418320,0.890305,0.493138,
0.286145,0.640801,0.935389,0.671659,0.397708,0.944283,0.864106,0.841201,0.709332,0.712752,0.844847,1.000000,0.864446,0.962649,0.859887,0.404446,0.889169,0.503984,
0.286157,0.641290,0.933825,0.668078,0.399321,0.946011,0.865978,0.839422,0.707894,0.715319,0.845140,1.000000,0.865735,0.968259,0.861446,0.401047,0.891332,0.503332,
0.286168,0.639219,0.936076,0.670863,0.398966,0.943864,0.867027,0.839455,0.708119,0.710347,0.844132,0.999770,0.862966,0.965508,0.863006,0.416858,0.892935,0.506226,
0.286180,0.639045,0.937030,0.668062,0.394845,0.944727,0.865097,0.839578,0.708185,0.712181,0.844447,1.000000,0.861541,0.969341,0.862586,0.413011,0.889791,0.509922,
0.286192,0.641367,0.934779,0.671344,0.393729,0.944607,0.864732,0.841114,0.708118,0.710652,0.846353,1.000000,0.860898,0.960195,0.861073,0.381308,0.892850,0.505541,
0.286204,0.637514,0.934682,0.672511,0.393523,0.946042,0.866661,0.838360,0.711110,0.713845,0.843431,1.000000,0.858316,0.965372,0.862269,0.398586,0.891958,0.501967,
0.286215,0.637471,0.936026,0.677985,0.387281,0.945095,0.865719,0.841163,0.707832,0.712680,0.840022,1.000000,0.860252,0.953869,0.865305,0.430950,0.891517,0.493393,
0.286227,0.640274,0.933895,0.680748,0.387749,0.944689,0.870604,0.839373,0.710718,0.709532,0.840204,1.000000,0.859276,0.973116,0.865994,0.406424,0.889028,0.485929,
0.286239,0.639652,0.934772,0.674815,0.393690,0.942578,0.868662,0.841994,0.709383,0.712830,0.835438,0.999751,0.863003,0.966088,0.864419,0.449246,0.890373,0.492272,
0.286251,0.637607,0.934259,0.669649,0.393686,0.944322,0.867445,0.841821,0.707491,0.713368,0.837470,0.999233,0.861339,0.972519,0.857943,0.431619,0.891633,0.503160,
0.286263,0.639545,0.934616,0.670362,0.394624,0.944012,0.866619,0.838269,0.706975,0.709824,0.834506,1.000000,0.861548,0.960296,0.866227,0.413604,0.891166,0.501137,
0.286274,0.637321,0.934239,0.668198,0.393489,0.943464,0.866120,0.838725,0.708196,0.710919,0.830904,0.999706,0.864775,0.959305,0.870095,0.414118,0.892284,0.505120,
0.286286,0.639192,0.935183,0.672197,0.398194,0.947397,0.866195,0.838345,0.709298,0.711571,0.832399,0.999647,0.867453,0.958875,0.864165,0.386885,0.891968,0.499608,
0.286298,0.638189,0.933274,0.673182,0.402348,0.943563,0.862592,0.841504,0.709374,0.709150,0.832580,1.000000,0.859594,0.966339,0.869945,0.405697,0.890844,0.497344,
0.286310,0.638023,0.938063,0.666288,0.394539,0.943913,0.864246,0.839792,0.709090,0.708841,0.836511,1.000000,0.857523,0.966205,0.868243,0.422653,0.890727,0.502342,
0.286321,0.637268,0.934906,0.671131,0.410578,0.944547,0.868197,0.839270,0.710362,0.710074,0.835755,0.998319,0.864908,0.970213,0.867343,0.411663,0.891139,0.501502,
0.286333,0.636655,0.933223,0.667667,0.409077,0.944361,0.863828,0.840665,0.708225,0.713213,0.836503,1.000000,0.862866,0.967301,0.863353,0.401138,0.892404,0.507705,
0.286345,0.637109,0.935823,0.670047,0.393532,0.945194,0.861498,0.841209,0.708706,0.711964,0.839314,0.999372,0.864952,0.963967,0.865175,0.402092,0.891663,0.510422,
0.286357,0.638504,0.933679,0.670521,0.393809,0.947117,0.861177,0.840961,0.708882,0.710185,0.839417,0.998972,0.862891,0.967763,0.863774,0.406191,0.892808,0.505899,
0.286368,0.636790,0.934202,0.672028,0.393611,0.945089,0.863096,0.842048,0.708193,0.710103,0.837475,0.999411,0.865824,0.966073,0.863277,0.397038,0.892179,0.503317,
0.286380,0.634033,0.933712,0.676166,0.393452,0.944250,0.867144,0.842468,0.709153,0.712494,0.836083,1.000000,0.866339,0.962904,0.866809,0.382026,0.890872,0.492727,
0.286392,0.638911,0.933510,0.669537,0.393562,0.944252,0.864495,0.841549,0.709026,0.712457,0.835499,1.000000,0.864958,0.962909,0.864833,0.371449,0.892801,0.498986,
0.286404,0.638875,0.935601,0.671038,0.390322,0.944086,0.858994,0.839699,0.709689,0.709300,0.835120,0.999472,0.861678,0.960848,0.871886,0.393355,0.891161,0.496141,
0.286416,0.634466,0.935138,0.666273,0.394381,0.944944,0.862482,0.840954,0.709603,0.714112,0.837870,1.000000,0.865546,0.955587,0.866989,0.383338,0.892957,0.496112,
0.286427,0.638449,0.935885,0.671793,0.393759,0.945107,0.862104,0.841155,0.709972,0.712893,0.835958,1.000000,0.861233,0.966439,0.869577,0.401058,0.890570,0.494559,
0.286439,0.631986,0.933674,0.671806,0.381101,0.945680,0.859758,0.839877,0.708094,0.710401,0.838280,0.998782,0.863306,0.961581,0.862075,0.394300,0.891443,0.495899,
0.286451,0.636526,0.933908,0.674108,0.383734,0.945475,0.867170,0.841302,0.708314,0.711067,0.840629,1.000000,0.862247,0.960103,0.865626,0.375896,0.890825,0.496047,
0.286463,0.637753,0.934866,0.669894,0.394580,0.944975,0.864167,0.840237,0.708283,0.712135,0.842742,0.999938,0.861269,0.966051,0.860500,0.400063,0.890721,0.499018,
0.286474,0.634468,0.934331,0.675148,0.393485,0.944724,0.864691,0.838589,0.709196,0.708097,0.845519,1.000000,0.863722,0.966834,0.860793,0.404585,0.891880,0.494938,
0.286486,0.635734,0.934455,0.669444,0.399940,0.944746,0.867078,0.839948,0.710650,0.709187,0.842019,1.000000,0.863421,0.963388,0.861962,0.376146,0.892706,0.500257,
0.286498,0.637005,0.934473,0.674098,0.408665,0.943238,0.863235,0.839811,0.708765,0.713277,0.841444,1.000000,0.865749,0.969442,0.860640,0.382225,0.891164,0.494610,
0.286510,0.635426,0.934029,0.679350,0.411435,0.943995,0.865704,0.841562,0.708495,0.709961,0.840277,1.000000,0.865438,0.966112,0.858878,0.435472,0.891518,0.489770,
0.286521,0.636087,0.932911,0.677805,0.409925,0.946338,0.866057,0.840712,0.709534,0.709756,0.840114,1.000000,0.864065,0.956703,0.859067,0.444804,0.892870,0.489265,
0.286533,0.638822,0.935632,0.675955,0.410106,0.944291,0.862225,0.841271,0.709910,0.710540,0.832923,0.999367,0.866438,0.968366,0.860648,0.442910,0.891690,0.486818,
0.286545,0.640082,0.934491,0.672208,0.411797,0.946246,0.865365,0.839822,0.708714,0.710391,0.832977,0.999667,0.867200,0.964962,0.862088,0.430593,0.890818,0.490577,
0.286557,0.638095,0.935319,0.668915,0.403948,0.944035,0.866368,0.838982,0.710367,0.710995,0.832333,1.000000,0.862472,0.958426,0.863755,0.431878,0.893266,0.493614,
0.286569,0.639802,0.933496,0.667873,0.396337,0.946062,0.863951,0.841295,0.708978,0.710278,0.833517,0.999547,0.864301,0.959067,0.861084,0.423582,0.890873,0.507568,
0.286580,0.638323,0.937504,0.668412,0.392967,0.945524,0.861506,0.839518,0.709713,0.710503,0.831885,1.000000,0.865063,0.969068,0.856956,0.430811,0.893986,0.509439,
0.286592,0.638049,0.935092,0.668690,0.392850,0.943912,0.864723,0.839531,0.711096,0.712548,0.832303,1.000000,0.859605,0.968074,0.862193,0.431567,0.892036,0.513305,
0.286604,0.638720,0.935327,0.670221,0.395037,0.975849,0.858447,0.840418,0.710234,0.710140,0.833171,1.000000,0.860086,0.959976,0.856067,0.418982,0.891481,0.506855,
0.286616,0.639053,0.934730,0.675567,0.394331,0.945245,0.866809,0.840454,0.710403,0.713320,0.832288,1.000000,0.863900,0.968237,0.855353,0.402409,0.892948,0.501696,
0.286627,0.637729,0.936095,0.679238,0.394062,0.944761,0.866996,0.841307,0.709246,0.712674,0.832709,0.998073,0.868758,0.964874,0.855419,0.412367,0.892149,0.490170,
0.286639,0.637509,0.934140,0.678479,0.392327,0.945171,0.866515,0.841065,0.709209,0.710699,0.829973,0.999482,0.869529,0.970396,0.856146,0.420874,0.893176,0.493995,
0.286651,0.639314,0.936493,0.674527,0.394732,0.945443,0.863802,0.840442,0.709674,0.712046,0.830030,0.999864,0.868478,0.963692,0.854773,0.407608,0.891678,0.495710,
0.286663,0.637076,0.933867,0.676428,0.404084,0.976935,0.864109,0.841998,0.708225,0.711896,0.833862,0.998119,0.866893,0.961616,0.857691,0.379519,0.892893,0.500646,
0.286675,0.638787,0.936726,0.676140,0.410192,0.957224,0.864600,0.841004,0.709961,0.709487,0.836543,1.000000,0.869117,0.956753,0.856631,0.388327,0.892348,0.501780,
0.286686,0.640495,0.933140,0.676389,0.408602,0.943708,0.865115,0.839457,0.710670,0.711049,0.835096,0.999816,0.861425,0.971785,0.854697,0.404279,0.890915,0.494272,
0.286698,0.637782,0.936495,0.676742,0.408739,0.944082,0.867130,0.838750,0.708812,0.709676,0.837152,1.000000,0.863110,0.968826,0.857883,0.386436,0.893211,0.497936,
0.286710,0.638759,0.934974,0.679613,0.407074,0.960448,0.867792,0.841689,0.707699,0.712090,0.833356,1.000000,0.865440,0.958550,0.859732,0.394135,0.889516,0.490837,
0.286722,0.638322,0.933889,0.675990,0.410052,0.944842,0.868299,0.840450,0.707951,0.713804,0.831567,1.000000,0.862983,0.966014,0.863423,0.414827,0.892405,0.491611,
0.286733,0.638949,0.934685,0.676621,0.410697,0.945352,0.867996,0.841637,0.707565,0.712120,0.831164,0.999196,0.863700,0.958715,0.858027,0.393102,0.890564,0.496007,
0.286745,0.637314,0.934010,0.669289,0.410394,0.945106,0.868359,0.841306,0.708737,0.710289,0.831915,0.999678,0.864948,0.962837,0.862258,0.391677,0.890169,0.499837,
0.286757,0.637617,0.933603,0.669203,0.401154,0.960210,0.862482,0.839513,0.710538,0.709954,0.833403,1.000000,0.864214,0.959693,0.861101,0.392802,0.890815,0.504616,
0.286769,0.639017,0.932668,0.666645,0.394516,0.960781,0.866150,0.839225,0.710077,0.712651,0.832737,0.999850,0.867731,0.969673,0.862235,0.386255,0.891930,0.510618,
0.286780,0.637267,0.933310,0.671465,0.394909,0.943271,0.865892,0.839253,0.708940,0.710110,0.830575,0.999068,0.863720,0.962404,0.866333,0.397923,0.893501,0.512187,
0.286792,0.638403,0.933444,0.673557,0.395197,0.944105,0.867444,0.840662,0.712792,0.709631,0.832201,1.000000,0.864674,0.961944,0.864958,0.411732,0.890535,0.502308,
0.286804,0.637303,0.935915,0.677488,0.393917,0.959885,0.869348,0.839020,0.710836,0.708817,0.833851,0.999403,0.863346,0.968218,0.865424,0.402924,0.889840,0.492409,
0.286816,0.636453,0.934310,0.674601,0.393670,0.944901,0.866163,0.840772,0.710619,0.711155,0.830588,1.000000,0.863470,0.968080,0.862845,0.399370,0.889253,0.489660,
0.286828,0.638049,0.933374,0.670456,0.393598,0.952111,0.866323,0.838686,0.708783,0.708486,0.829560,1.000000,0.866235,0.961439,0.861682,0.388459,0.891864,0.495324,
0.286839,0.639443,0.934649,0.671771,0.395067,0.968965,0.862254,0.840118,0.709614,0.710221,0.831249,1.000000,0.864226,0.965375,0.860336,0.373463,0.890405,0.497571,
0.286851,0.638986,0.936832,0.674073,0.392957,0.942550,0.865663,0.839460,0.708312,0.708898,0.832400,1.000000,0.865979,0.963489,0.860944,0.389322,0.890461,0.488768,
0.286863,0.636927,0.935941,0.678429,0.399170,0.946557,0.870208,0.840884,0.710200,0.710144,0.831582,1.000000,0.866169,0.957826,0.857318,0.410159,0.891026,0.489388,
0.286875,0.637280,0.934280,0.676654,0.410490,0.959780,0.866767,0.841020,0.708886,0.709707,0.831624,1.000000,0.861754,0.969338,0.856089,0.413451,0.891371,0.495470,
0.286886,0.638385,0.933520,0.672474,0.408168,0.945037,0.861131,0.839701,0.708672,0.707169,0.832660,1.000000,0.862972,0.963657,0.854702,0.404179,0.892456,0.499533,
0.286898,0.638064,0.935075,0.671803,0.411805,0.942082,0.865723,0.841227,0.708763,0.709967,0.831256,0.999312,0.862918,0.965143,0.859465,0.427954,0.888981,0.510058,
0.286910,0.639289,0.932951,0.671909,0.408970,0.972612,0.863952,0.839860,0.709138,0.710667,0.831835,1.000000,0.862953,0.965852,0.860893,0.417652,0.893724,0.509819,
0.286922,0.640069,0.934965,0.675033,0.409461,0.946071,0.867696,0.838486,0.708213,0.710688,0.831666,1.000000,0.867982,0.966985,0.859445,0.393387,0.892329,0.501340,
0.286933,0.639169,0.935231,0.675463,0.410360,0.944817,0.867584,0.840715,0.710208,0.711460,0.831233,0.999800,0.866799,0.964765,0.859736,0.382282,0.890839,0.496475,
0.286945,0.638982,0.935573,0.678456,0.412120,0.944183,0.867685,0.838525,0.709948,0.712447,0.832003,1.000000,0.866817,0.960212,0.859231,0.417547,0.889406,0.494604,
0.286957,0.638704,0.933406,0.675293,0.409041,0.945343,0.867195,0.841729,0.709269,0.710818,0.831848,1.000000,0.861078,0.966914,0.872280,0.432313,0.889333,0.493318,
0.286969,0.637329,0.935877,0.671703,0.402840,0.945409,0.865203,0.840703,0.714023,0.709284,0.831736,1.000000,0.862335,0.962705,0.867073,0.395028,0.888418,0.499281,
0.286981,0.638676,0.933084,0.669633,0.399393,0.943981,0.861496,0.839718,0.710819,0.710668,0.831687,0.999149,0.866739,0.960618,0.866714,0.450329,0.888325,0.498605,
0.286992,0.639236,0.935406,0.668590,0.396290,0.956571,0.864943,0.842475,0.709792,0.710116,0.832540,1.000000,0.864081,0.957899,0.863026,0.439215,0.888773,0.504498,
0.287004,0.638819,0.934233,0.671215,0.396313,0.949979,0.867508,0.839697,0.708115,0.710318,0.832185,1.000000,0.861633,0.961603,0.859825,0.451332,0.890146,0.503026,
0.287016,0.638677,0.935625,0.675108,0.395637,0.945294,0.868984,0.840191,0.709501,0.709415,0.831417,1.000000,0.865982,0.964234,0.859499,0.442205,0.891434,0.497923,
0.287028,0.638089,0.935182,0.678625,0.394391,0.944975,0.863807,0.841177,0.708633,0.709564,0.834003,1.000000,0.865003,0.967655,0.859442,0.451847,0.889097,0.492333,
0.287039,0.641169,0.933794,0.676622,0.392583,0.960580,0.871818,0.839507,0.709566,0.709097,0.831305,0.999259,0.864826,0.965528,0.856304,0.410806,0.890196,0.494831,
0.287051,0.637800,0.935619,0.677062,0.393802,0.944708,0.867977,0.840248,0.710407,0.711412,0.835096,1.000000,0.862168,0.964874,0.858901,0.406834,0.890351,0.495470,
0.287063,0.638533,0.935099,0.673110,0.395096,0.945609,0.871104,0.840371,0.708455,0.711282,0.833644,1.000000,0.864889,0.968759,0.856845,0.429940,0.889709,0.500592,
0.287075,0.637283,0.934350,0.675538,0.408242,0.945842,0.867362,0.842743,0.707912,0.712861,0.835984,1.000000,0.862822,0.969070,0.861205,0.435971,0.890289,0.498880,
0.287087,0.639847,0.933836,0.668943,0.411612,0.945021,0.866462,0.840536,0.706765,0.711449,0.836358,0.998281,0.869897,0.969412,0.854252,0.418758,0.890529,0.497728,
0.287098,0.638807,0.934538,0.670731,0.410746,0.945713,0.865631,0.840314,0.709507,0.709540,0.836785,0.999496,0.859031,0.965413,0.858252,0.404514,0.891663,0.505342,
0.287110,0.637948,0.935802,0.671918,0.411336,0.946331,0.866350,0.840633,0.709286,0.709930,0.836379,1.000000,0.868383,0.965286,0.856892,0.394786,0.890359,0.505959,
0.287122,0.637500,0.933879,0.674498,0.410615,0.944488,0.865866,0.840864,0.705751,0.714255,0.835591,0.999615,0.862824,0.969981,0.860863,0.406581,0.891648,0.512812,
0.287134,0.636669,0.934948,0.675552,0.405610,0.949047,0.869957,0.841358,0.708349,0.710237,0.832780,1.000000,0.867245,0.959751,0.861038,0.412006,0.887906,0.501320,
0.287145,0.637865,0.933107,0.678426,0.394578,0.955969,0.868325,0.840599,0.708437,0.712464,0.831123,0.998829,0.866958,0.968173,0.863234,0.426582,0.888991,0.492686,
0.287157,0.638820,0.935282,0.674294,0.395821,0.945761,0.864599,0.841583,0.707958,0.711665,0.829994,0.999945,0.859599,0.958913,0.864007,0.419648,0.891490,0.489480,
0.287169,0.638674,0.934241,0.674030,0.395103,0.945817,0.864279,0.841249,0.708798,0.711604,0.827056,1.000000,0.863265,0.966211,0.862779,0.449129,0.891094,0.495392,
0.287181,0.638303,0.934006,0.669268,0.393906,0.943903,0.863031,0.840615,0.710931,0.713409,0.828085,1.000000,0.864923,0.962385,0.864811,0.438969,0.888746,0.500603,
0.287192,0.640204,0.933304,0.671311,0.394646,0.945027,0.864796,0.840128,0.707173,0.714541,0.825916,1.000000,0.864329,0.967965,0.863206,0.428461,0.890833,0.503172,
0.287204,0.637441,0.933976,0.674941,0.391952,0.944109,0.864573,0.842068,0.709496,0.710187,0.827626,1.000000,0.865608,0.963052,0.863098,0.412968,0.890660,0.504850,
0.287216,0.638380,0.934907,0.671345,0.385603,0.945560,0.863893,0.840291,0.707855,0.713388,0.827605,0.997988,0.857836,0.965402,0.860055,0.423854,0.891832,0.501346,
0.287228,0.637772,0.934082,0.680139,0.395595,0.944725,0.863863,0.838683,0.709741,0.714888,0.829113,0.999935,0.865909,0.964823,0.864664,0.408905,0.890518,0.496433,
0.287240,0.638225,0.935692,0.676165,0.403150,0.951632,0.861370,0.840309,0.707381,0.714882,0.829113,0.999661,0.862467,0.966444,0.864241,0.410826,0.889959,0.492252,
0.287251,0.638654,0.934466,0.671949,0.411394,0.948815,0.864266,0.838531,0.707781,0.712596,0.831063,1.000000,0.864862,0.965618,0.863985,0.439579,0.889248,0.492584,
0.287263,0.637747,0.935218,0.676899,0.409952,0.943085,0.865930,0.840605,0.710507,0.713249,0.830518,1.000000,0.858542,0.967832,0.866405,0.421310,0.889889,0.491717,
0.287275,0.640099,0.935502,0.674791,0.410090,0.945079,0.864535,0.839984,0.708981,0.712587,0.832005,1.000000,0.859977,0.968313,0.862392,0.427733,0.891879,0.493824,
0.287287,0.638591,0.933927,0.677874,0.408183,0.945295,0.862494,0.841714,0.708185,0.716437,0.828152,1.000000,0.866467,0.961314,0.863436,0.440742,0.889951,0.494141,
0.287298,0.638098,0.933299,0.673917,0.411961,0.945500,0.869146,0.839471,0.708823,0.717735,0.828501,1.000000,0.866110,0.962399,0.865781,0.465923,0.890609,0.498538,
0.287310,0.638781,0.935201,0.672061,0.409598,0.945260,0.865822,0.839554,0.709745,0.714755,0.828864,0.999045,0.868426,0.964892,0.867234,0.449394,0.891884,0.501115,
0.287322,0.638270,0.934824,0.672802,0.408863,0.944878,0.865615,0.839709,0.706490,0.712778,0.829417,1.000000,0.862566,0.968197,0.866724,0.442517,0.891887,0.502730,
0.287334,0.637394,0.935418,0.672065,0.408797,0.943128,0.864190,0.841115,0.709133,0.708317,0.830643,1.000000,0.861769,0.955838,0.865577,0.439994,0.891292,0.503210,
0.287345,0.638092,0.934326,0.673863,0.401169,0.944958,0.869382,0.841176,0.707480,0.710571,0.831118,1.000000,0.859938,0.964804,0.866946,0.420563,0.890602,0.498664,
0.287357,0.640210,0.935731,0.677246,0.394610,0.966434,0.867846,0.841879,0.708321,0.713148,0.834199,0.999615,0.857625,0.965377,0.862262,0.418378,0.889711,0.493154,
0.287369,0.638403,0.936186,0.675398,0.393060,0.944310,0.867074,0.840888,0.709745,0.712126,0.834640,0.999330,0.863304,0.961313,0.867877,0.450459,0.889824,0.495459,
0.287381,0.638167,0.933916,0.676357,0.394063,0.946402,0.865542,0.841489,0.709950,0.711726,0.834340,0.999734,0.868144,0.967716,0.863733,0.433435,0.890255,0.496330,
0.287393,0.638632,0.936145,0.674328,0.393277,0.944145,0.865276,0.840390,0.710552,0.709428,0.837023,1.000000,0.861067,0.965390,0.869685,0.422759,0.889470,0.499646,
0.287404,0.640388,0.936266,0.670995,0.396104,0.943408,0.863024,0.840425,0.708839,0.710589,0.837384,0.999319,0.861919,0.960094,0.867876,0.450868,0.890535,0.502242,
0.287416,0.638809,0.935513,0.674425,0.391994,0.945570,0.865249,0.840714,0.709271,0.709804,0.835041,0.999180,0.862444,0.968015,0.867853,0.437751,0.889665,0.496585,
0.287428,0.639034,0.935316,0.675074,0.393038,0.945045,0.865285,0.841838,0.710191,0.711324,0.834414,1.000000,0.863744,0.964795,0.867515,0.436680,0.890006,0.493273,
0.287440,0.638854,0.936117,0.676474,0.396895,0.945165,0.866840,0.840161,0.710831,0.711240,0.835281,0.999566,0.863733,0.965714,0.868253,0.458560,0.891277,0.490955,
0.287451,0.639420,0.934220,0.674840,0.402131,0.945848,0.866893,0.840778,0.709018,0.713496,0.835807,0.999509,0.860818,0.964855,0.874653,0.454978,0.890759,0.490377,
0.287463,0.637826,0.934228,0.672394,0.404127,0.945481,0.866376,0.840822,0.711396,0.710150,0.838289,0.999220,0.864083,0.960430,0.875200,0.446476,0.889383,0.495275,
0.287475,0.637362,0.935028,0.665763,0.409642,0.946410,0.862126,0.839239,0.709639,0.712253,0.836589,1.000000,0.855259,0.967002,0.871846,0.438465,0.889408,0.504482,
0.287487,0.639372,0.934814,0.665032,0.409436,0.945964,0.861310,0.841548,0.710298,0.712778,0.835495,0.999295,0.859603,0.963194,0.862961,0.447361,0.890635,0.516365,
