step,Df,Da,EeIndex8,Rudder,TrueVwr,Me1Sw_com_temp,Me1Nms,Me1Load,Me1Main_brg_lo_in_press,Me1Axial_vib,Me1Main_brg_lo_in_temp,Me1Thrust_bearing_pad_temp
57,0.725260,0.738644,0.895285,0.518621,0.330087,0.906764,0.875663,0.612652,0.298246,0.835181,0.199623,0.396601
58,0.705078,0.763103,0.891935,0.535939,0.339739,0.906764,0.874966,0.605034,0.298246,0.837398,0.194340,0.404902
59,0.686849,0.786862,0.890753,0.506718,0.337560,0.906764,0.887260,0.645804,0.298246,0.818182,0.197170,0.415229
60,0.666667,0.758211,0.888882,0.528290,0.318888,0.906764,0.889270,0.641660,0.298246,0.835181,0.208491,0.424967
61,0.652995,0.768693,0.886468,0.542027,0.335839,0.906764,0.889707,0.633555,0.298246,0.835920,0.226415,0.435490
62,0.634115,0.759609,0.884055,0.511015,0.327211,0.906894,0.890416,0.627643,0.298246,0.838877,0.226415,0.442484
63,0.621745,0.777079,0.881855,0.541067,0.355165,0.909063,0.890062,0.625389,0.298246,0.836659,0.226415,0.451961
64,0.604167,0.781272,0.879671,0.536083,0.328170,0.911102,0.890180,0.618746,0.298246,0.840355,0.224528,0.458039
65,0.582682,0.767994,0.878111,0.422764,0.339172,0.911102,0.890180,0.585252,0.298246,0.857354,0.207547,0.464052
66,0.572917,0.728162,0.876798,0.449393,0.330305,0.911102,0.889991,0.547919,0.298246,0.830007,0.207547,0.470588
67,0.572266,0.707897,0.877060,0.568799,0.332680,0.911102,0.889589,0.539155,0.298246,0.816704,0.207547,0.470588
68,0.562500,0.710692,0.879129,0.671661,0.322679,0.911102,0.889471,0.568103,0.298246,0.821138,0.196792,0.470588
69,0.552083,0.758211,0.884087,0.602948,0.332484,0.911102,0.912759,0.704126,0.403509,0.827051,0.188679,0.468431
70,0.546875,0.772187,0.884399,0.522532,0.338453,0.911102,0.920679,0.740325,0.421053,0.862528,0.188679,0.472092
71,0.532552,0.818309,0.882183,0.530238,0.340197,0.911102,0.921507,0.741849,0.473684,0.867701,0.213208,0.478889
72,0.521484,0.796646,0.879884,0.512004,0.348781,0.913098,0.920868,0.730148,0.473684,0.874353,0.245283,0.488301
73,0.504557,0.796646,0.878259,0.531413,0.330087,0.915441,0.921093,0.726565,0.473684,0.873614,0.261887,0.503007
74,0.492188,0.787561,0.876486,0.530095,0.342506,0.915441,0.920561,0.723932,0.473684,0.875831,0.264151,0.513922
75,0.485677,0.797345,0.874959,0.526371,0.342615,0.917957,0.921034,0.719422,0.473684,0.878049,0.264151,0.522418
76,0.476562,0.807827,0.873284,0.537171,0.326361,0.915441,0.920324,0.715522,0.473684,0.877310,0.264151,0.528562
77,0.472005,0.819706,0.872447,0.518822,0.325925,0.915528,0.920998,0.713328,0.473684,0.880266,0.264151,0.537712
78,0.460938,0.805730,0.871478,0.531284,0.368695,0.917740,0.920679,0.710829,0.473684,0.878788,0.264151,0.543333
79,0.453125,0.834382,0.870296,0.518163,0.343160,0.919780,0.921388,0.701383,0.473684,0.883222,0.255660,0.551176
80,0.453125,0.812718,0.869426,0.497021,0.328344,0.919780,0.920915,0.696630,0.473684,0.883962,0.245283,0.555556
81,0.450521,0.805730,0.868654,0.519767,0.347256,0.919780,0.920443,0.694558,0.473684,0.881744,0.245283,0.555556
82,0.446615,0.830189,0.867833,0.520799,0.336885,0.919780,0.921034,0.700225,0.473684,0.876571,0.245283,0.561438
83,0.445964,0.815514,0.867259,0.502779,0.323768,0.919780,0.920679,0.696203,0.473684,0.882483,0.245283,0.562092
84,0.445312,0.825996,0.866586,0.512219,0.328148,0.919780,0.921270,0.692547,0.473684,0.884701,0.245283,0.568497
85,0.434896,0.822502,0.865913,0.519767,0.359522,0.922947,0.920206,0.688220,0.473684,0.885440,0.245283,0.568627
86,0.436198,0.820405,0.865436,0.494471,0.349369,0.924118,0.920714,0.682248,0.473684,0.893570,0.245283,0.568954
87,0.430990,0.806429,0.865108,0.502779,0.334989,0.924118,0.920714,0.682113,0.473684,0.889135,0.245283,0.575163
88,0.428385,0.815514,0.864681,0.514023,0.322396,0.924118,0.920915,0.689195,0.473684,0.885440,0.245283,0.575163
89,0.429688,0.842068,0.864304,0.502779,0.343966,0.924118,0.919852,0.683954,0.473684,0.891353,0.245283,0.575163
90,0.429688,0.831586,0.864139,0.546525,0.344031,0.924118,0.920561,0.679993,0.473684,0.889874,0.245283,0.579739
91,0.425781,0.821803,0.863663,0.513694,0.364185,0.924118,0.921069,0.682333,0.473684,0.886918,0.245283,0.581699
92,0.428385,0.833683,0.863663,0.502048,0.358999,0.924118,0.920478,0.682735,0.473684,0.886918,0.245283,0.581699
93,0.421875,0.823201,0.863269,0.517218,0.358411,0.924118,0.921152,0.679139,0.473684,0.888396,0.245283,0.581699
94,0.417318,0.835779,0.863269,0.526299,0.325468,0.926287,0.920502,0.676824,0.473684,0.889135,0.245283,0.585490
95,0.411458,0.833683,0.863236,0.501676,0.335665,0.924118,0.920561,0.676275,0.473684,0.889874,0.245283,0.588235
96,0.414062,0.832285,0.863072,0.531943,0.342659,0.924118,0.920679,0.673106,0.473684,0.885440,0.245283,0.588235
97,0.411458,0.830189,0.863565,0.533332,0.351090,0.924118,0.920915,0.666585,0.473684,0.890613,0.245283,0.588235
98,0.416667,0.839273,0.863663,0.514754,0.344293,0.924118,0.921116,0.672619,0.473684,0.887657,0.245283,0.588235
99,0.404948,0.835080,0.863712,0.544204,0.347692,0.924118,0.920596,0.665257,0.473684,0.886179,0.245283,0.588235
100,0.407552,0.839972,0.863877,0.517518,0.350655,0.924118,0.920951,0.667439,0.473684,0.885440,0.245283,0.592810
101,0.408203,0.823899,0.863811,0.543087,0.349064,0.923771,0.919260,0.663660,0.473684,0.883962,0.245283,0.590850
102,0.408854,0.821803,0.864205,0.516903,0.347931,0.919780,0.920951,0.668609,0.473684,0.886179,0.245283,0.589869
103,0.401042,0.830189,0.864189,0.530210,0.329717,0.919780,0.920206,0.669389,0.473684,0.886179,0.245283,0.594771
104,0.410156,0.813417,0.864304,0.532659,0.350611,0.919780,0.920561,0.669876,0.473684,0.886918,0.245283,0.594771
105,0.401693,0.821104,0.864550,0.522489,0.361745,0.919780,0.920478,0.662990,0.473684,0.886918,0.245283,0.594771
106,0.405599,0.824598,0.864468,0.529365,0.336580,0.919780,0.921152,0.667134,0.473684,0.886918,0.245283,0.594771
107,0.414062,0.789658,0.864583,0.529293,0.356102,0.919780,0.920892,0.671107,0.473684,0.888396,0.245283,0.594771
108,0.407552,0.816911,0.864599,0.530439,0.356363,0.919780,0.920797,0.669450,0.473684,0.885440,0.245283,0.594771
109,0.412760,0.802236,0.864583,0.528648,0.346646,0.919780,0.920714,0.666683,0.473684,0.886179,0.245283,0.594771
110,0.414062,0.786164,0.864468,0.526543,0.358999,0.920864,0.920324,0.667987,0.473684,0.884701,0.245283,0.598366
111,0.404297,0.812718,0.864648,0.542156,0.319389,0.922209,0.920076,0.666598,0.473684,0.881744,0.260755,0.599020
112,0.404948,0.819706,0.864862,0.511316,0.348672,0.924118,0.920324,0.673106,0.473684,0.885440,0.260000,0.601307
113,0.406250,0.823201,0.864665,0.542887,0.361353,0.924118,0.919710,0.666464,0.473684,0.882483,0.252830,0.601307
114,0.410807,0.800140,0.864632,0.514668,0.345055,0.924118,0.920998,0.666159,0.473684,0.884701,0.245283,0.601307
115,0.402344,0.829490,0.864829,0.515212,0.348084,0.924118,0.919852,0.666098,0.473684,0.882483,0.245283,0.601307
116,0.402995,0.810622,0.864862,0.521988,0.339369,0.924118,0.919852,0.667073,0.473684,0.882483,0.253774,0.601961
117,0.404297,0.814815,0.864829,0.529021,0.366996,0.924118,0.920206,0.663538,0.473684,0.880266,0.252453,0.607843
118,0.400391,0.814116,0.864993,0.535195,0.359806,0.920517,0.920206,0.668536,0.473684,0.880266,0.256226,0.607843
119,0.394531,0.769392,0.864747,0.517232,0.343269,0.921819,0.921152,0.664818,0.473684,0.882483,0.264151,0.607843
120,0.397135,0.809224,0.864648,0.538059,0.343421,0.921428,0.919024,0.665732,0.473684,0.879527,0.264151,0.607843
121,0.395833,0.832984,0.864878,0.519338,0.350851,0.921949,0.920833,0.666890,0.473684,0.881005,0.264151,0.607843
122,0.397786,0.816212,0.864763,0.527431,0.346297,0.920300,0.920915,0.667621,0.473684,0.879527,0.264151,0.607843
123,0.388021,0.806429,0.864878,0.631911,0.355012,0.921819,0.918528,0.690048,0.473684,0.868441,0.264151,0.607843
124,0.386719,0.715584,0.858968,0.613505,0.381136,0.921906,0.883879,0.607228,0.315789,0.887657,0.264151,0.610654
125,0.412109,0.557652,0.832797,0.551381,0.374883,0.919780,0.805279,0.341410,0.122807,0.892831,0.264151,0.614379
126,0.458984,0.406709,0.838872,0.520369,0.375014,0.919780,0.806095,0.352185,0.122807,0.849963,0.264151,0.606536
127,0.500000,0.438155,0.845078,0.499914,0.344249,0.919780,0.805658,0.363886,0.122807,0.849224,0.233396,0.592941
128,0.529948,0.538784,0.856768,0.414871,0.346973,0.919780,0.838048,0.527235,0.210526,0.804878,0.201509,0.575490
129,0.541667,0.631027,0.878472,0.307125,0.332113,0.919780,0.917605,0.810775,0.298246,0.852919,0.176415,0.564510
130,0.538411,0.764500,0.877980,0.434023,0.324880,0.919780,0.919461,0.769882,0.473684,0.867701,0.164151,0.563529
131,0.509766,0.830887,0.874975,0.513236,0.344227,0.919780,0.918256,0.721494,0.473684,0.875831,0.206604,0.573333
132,0.510417,0.791055,0.873054,0.574300,0.336100,0.919780,0.919580,0.721921,0.421053,0.857354,0.243774,0.585294
133,0.494141,0.795248,0.870329,0.516315,0.341264,0.919780,0.921128,0.715729,0.421053,0.866962,0.263396,0.597778
134,0.489583,0.804333,0.868572,0.574715,0.311807,0.917610,0.919852,0.704065,0.456140,0.866962,0.264151,0.603922
135,0.483724,0.767296,0.866881,0.554718,0.331285,0.919780,0.918906,0.703029,0.473684,0.874353,0.264151,0.612418
136,0.470703,0.807827,0.865042,0.556853,0.350982,0.918912,0.918788,0.696874,0.473684,0.873614,0.264151,0.615882
137,0.466797,0.823201,0.863154,0.567395,0.330653,0.918478,0.917877,0.693278,0.473684,0.872875,0.264151,0.620915
138,0.454427,0.786164,0.861890,0.558199,0.341046,0.918825,0.919651,0.691084,0.473684,0.872136,0.264151,0.621242
139,0.444010,0.813417,0.860478,0.590085,0.304639,0.915441,0.919970,0.685904,0.473684,0.872875,0.264151,0.627451
140,0.435547,0.822502,0.859657,0.552957,0.328823,0.915441,0.919107,0.684624,0.473684,0.869180,0.260377,0.627974
141,0.426432,0.809923,0.858524,0.552670,0.330109,0.915441,0.918114,0.675727,0.421053,0.873614,0.245283,0.631569
142,0.427083,0.820405,0.857753,0.573870,0.344641,0.912100,0.921625,0.684137,0.473684,0.866962,0.245283,0.633987
143,0.424479,0.815514,0.856603,0.474088,0.343966,0.909888,0.919556,0.689987,0.473684,0.872136,0.245283,0.633987
144,0.419922,0.840671,0.855717,0.502779,0.334423,0.906764,0.919225,0.670364,0.473684,0.877310,0.245283,0.633987
145,0.412760,0.813417,0.854682,0.514038,0.342419,0.906764,0.918350,0.661466,0.473684,0.875092,0.242075,0.633987
146,0.404948,0.819706,0.854272,0.531814,0.348236,0.906764,0.918823,0.661222,0.473684,0.869180,0.226415,0.633987
147,0.401693,0.822502,0.853517,0.557469,0.347299,0.908413,0.920525,0.654580,0.403509,0.867701,0.226415,0.633987
148,0.391927,0.807128,0.853057,0.508165,0.316731,0.911102,0.920183,0.657688,0.473684,0.867701,0.226415,0.632876
149,0.386068,0.809224,0.852811,0.559660,0.322766,0.911102,0.917605,0.655104,0.473684,0.863267,0.226415,0.627451
150,0.386068,0.834382,0.852532,0.531485,0.340828,0.911102,0.918870,0.657603,0.456140,0.867701,0.226415,0.627451
151,0.385417,0.802236,0.852400,0.527975,0.377846,0.915137,0.921353,0.651655,0.421053,0.863267,0.226415,0.627451
152,0.381510,0.810622,0.852105,0.541640,0.354293,0.919563,0.921246,0.645889,0.473684,0.859571,0.234528,0.627451
153,0.378906,0.823899,0.849281,0.533361,0.346755,0.919780,0.908881,0.601682,0.385965,0.863267,0.245283,0.627451
154,0.382161,0.828092,0.847705,0.543316,0.349021,0.921732,0.898928,0.561338,0.298246,0.852919,0.245283,0.621111
155,0.393880,0.806429,0.841893,0.509411,0.372704,0.924118,0.876030,0.491438,0.298246,0.821138,0.245283,0.620915
156,0.398438,0.800839,0.841548,0.501633,0.367214,0.924118,0.875758,0.480529,0.298246,0.836659,0.239057,0.614575
157,0.408203,0.798742,0.841811,0.513107,0.362529,0.924205,0.874280,0.486964,0.298246,0.841094,0.226415,0.606405
158,0.410156,0.821803,0.842237,0.535954,0.364991,0.928457,0.873311,0.487598,0.298246,0.844789,0.215472,0.593660
159,0.409505,0.821104,0.842664,0.525683,0.363096,0.928457,0.876786,0.492352,0.298246,0.844789,0.207547,0.587320
160,0.406250,0.806429,0.843075,0.487724,0.352550,0.928327,0.874659,0.491316,0.298246,0.840355,0.207547,0.579608
161,0.410156,0.810622,0.843469,0.545007,0.333595,0.926071,0.874576,0.488756,0.298246,0.840355,0.195849,0.573529
162,0.410807,0.823899,0.843945,0.506303,0.344532,0.924552,0.875971,0.494119,0.298246,0.840355,0.188679,0.568170
163,0.410156,0.822502,0.844273,0.530840,0.360481,0.926287,0.876846,0.494473,0.298246,0.844050,0.188679,0.562092
164,0.411458,0.803634,0.844602,0.535997,0.371702,0.928457,0.875072,0.495484,0.298246,0.839616,0.188679,0.556209
165,0.415365,0.839273,0.845012,0.534049,0.365514,0.928457,0.873689,0.497897,0.298246,0.838877,0.188679,0.555556
166,0.404948,0.798043,0.845258,0.539420,0.370917,0.928457,0.874458,0.493997,0.298246,0.842572,0.188679,0.553725
167,0.410807,0.787561,0.845390,0.530109,0.390352,0.928457,0.876668,0.496033,0.298246,0.841833,0.188679,0.549020
168,0.402995,0.781971,0.845521,0.517046,0.371440,0.928457,0.874162,0.496801,0.298246,0.839616,0.194906,0.549020
169,0.409505,0.802236,0.845735,0.545766,0.413034,0.928457,0.873689,0.497532,0.298246,0.835181,0.189623,0.542941
170,0.423177,0.767994,0.845899,0.508007,0.375188,0.928457,0.874848,0.495033,0.298246,0.838137,0.188679,0.542484
171,0.413411,0.784766,0.846014,0.520985,0.377541,0.928457,0.875486,0.498629,0.298246,0.839616,0.188679,0.542484
172,0.413411,0.817610,0.846046,0.541383,0.390919,0.928457,0.874812,0.495216,0.298246,0.838137,0.188679,0.540000
173,0.417969,0.822502,0.846227,0.536369,0.395799,0.928457,0.877259,0.507222,0.298246,0.834442,0.188679,0.535948
174,0.413411,0.805730,0.851235,0.523993,0.393642,0.928457,0.897096,0.581632,0.350877,0.835920,0.188679,0.535948
175,0.411458,0.784766,0.851202,0.537229,0.401747,0.928457,0.898609,0.585471,0.368421,0.823356,0.204717,0.535948
176,0.414714,0.806429,0.851087,0.527674,0.387455,0.928457,0.897923,0.579987,0.368421,0.825573,0.221132,0.540980
177,0.406901,0.821803,0.850512,0.526399,0.403556,0.928457,0.897308,0.582059,0.315789,0.824834,0.213774,0.544575
178,0.416016,0.798043,0.850299,0.530926,0.392488,0.929455,0.896977,0.579012,0.333333,0.824834,0.221698,0.549020
179,0.413411,0.758211,0.849856,0.532401,0.388936,0.930626,0.899755,0.579804,0.298246,0.824834,0.224528,0.554706
180,0.396484,0.812718,0.849166,0.546897,0.419875,0.932795,0.899259,0.576086,0.298246,0.824834,0.226415,0.555556
181,0.406250,0.816212,0.849067,0.512462,0.366560,0.934834,0.898573,0.570662,0.368421,0.825573,0.226415,0.556013
182,0.402995,0.789658,0.849100,0.545279,0.365928,0.934878,0.899081,0.573039,0.298246,0.816704,0.226415,0.562092
183,0.402344,0.792453,0.849347,0.551281,0.384687,0.932795,0.899223,0.572905,0.298246,0.824095,0.226415,0.562092
184,0.397135,0.777778,0.849117,0.524824,0.367584,0.932795,0.897722,0.575294,0.298246,0.824834,0.226415,0.562092
185,0.391927,0.761006,0.849297,0.541239,0.372355,0.932795,0.897190,0.577549,0.368421,0.821138,0.226415,0.563856
186,0.393880,0.776380,0.848920,0.524838,0.366909,0.932795,0.899164,0.568895,0.298246,0.824095,0.226415,0.568627
187,0.401693,0.772886,0.848903,0.543044,0.409264,0.932795,0.898301,0.577671,0.368421,0.826312,0.226415,0.568627
188,0.402995,0.754717,0.848279,0.542700,0.376256,0.932795,0.899673,0.571577,0.298246,0.825573,0.226415,0.568627
189,0.405599,0.814116,0.848361,0.536570,0.393751,0.932795,0.899200,0.572674,0.368421,0.826312,0.226415,0.568627
190,0.403646,0.791754,0.848493,0.543732,0.417958,0.932795,0.898514,0.577061,0.298246,0.824095,0.237358,0.568627
191,0.408203,0.805730,0.847852,0.542271,0.403185,0.932795,0.898431,0.576744,0.368421,0.826312,0.245283,0.568627
192,0.396484,0.785465,0.847573,0.538246,0.380308,0.932795,0.898987,0.575111,0.298246,0.830746,0.245283,0.568627
193,0.402344,0.797345,0.847442,0.534750,0.409591,0.932795,0.896623,0.575233,0.368421,0.827790,0.236415,0.573987
194,0.396484,0.802935,0.847179,0.527502,0.393141,0.932795,0.898668,0.574258,0.298246,0.827051,0.244717,0.572745
195,0.399740,0.773585,0.846835,0.530152,0.375645,0.932795,0.899271,0.573758,0.298246,0.824095,0.245283,0.575163
196,0.386068,0.800839,0.847032,0.561981,0.411508,0.932795,0.896753,0.573746,0.368421,0.821138,0.245283,0.575163
197,0.399740,0.830189,0.846851,0.506059,0.381397,0.930756,0.897828,0.576720,0.438596,0.829268,0.245283,0.575163
198,0.404297,0.812020,0.846424,0.547026,0.392531,0.932709,0.898538,0.568103,0.298246,0.824095,0.245283,0.575163
199,0.396484,0.822502,0.846605,0.542815,0.390810,0.932795,0.898372,0.572856,0.333333,0.823356,0.245283,0.575163
200,0.399740,0.806429,0.846309,0.559016,0.394187,0.930626,0.899164,0.571577,0.315789,0.819660,0.245283,0.575163
201,0.406901,0.784766,0.846555,0.532960,0.405212,0.930626,0.899874,0.571089,0.298246,0.821877,0.245283,0.575163
202,0.394531,0.799441,0.846326,0.534836,0.416563,0.928457,0.898691,0.570967,0.368421,0.825573,0.245283,0.575163
203,0.398438,0.808526,0.846309,0.548444,0.391158,0.928457,0.898987,0.573892,0.368421,0.820399,0.245283,0.575163
204,0.400391,0.773585,0.845932,0.516229,0.393076,0.928457,0.898821,0.572174,0.298246,0.823356,0.245283,0.575163
205,0.395833,0.742837,0.846145,0.544161,0.358803,0.928457,0.897651,0.558047,0.456140,0.811530,0.245283,0.575163
206,0.402995,0.791754,0.846572,0.545150,0.358237,0.928457,0.898195,0.567737,0.350877,0.822616,0.245283,0.575163
207,0.393880,0.795248,0.846802,0.557039,0.397847,0.928457,0.897415,0.574685,0.298246,0.821877,0.245283,0.575163
208,0.399740,0.771488,0.846555,0.530912,0.389459,0.928760,0.899755,0.577244,0.298246,0.826312,0.245283,0.575163
209,0.391927,0.794549,0.846375,0.534994,0.397237,0.932492,0.897367,0.579133,0.298246,0.821138,0.245283,0.575163
210,0.392578,0.796646,0.846046,0.551180,0.399264,0.928457,0.897675,0.568603,0.298246,0.820399,0.245283,0.577582
211,0.403646,0.802236,0.846227,0.523692,0.409526,0.930539,0.899164,0.570541,0.298246,0.821138,0.245283,0.575163
212,0.389323,0.807128,0.846293,0.534980,0.381310,0.928977,0.899022,0.576111,0.298246,0.817443,0.245283,0.578758
213,0.384766,0.777778,0.846014,0.538661,0.401159,0.930713,0.897214,0.572734,0.298246,0.820399,0.245283,0.576601
214,0.389974,0.759609,0.845882,0.539363,0.392662,0.930062,0.897982,0.574075,0.298246,0.822616,0.245283,0.577255
215,0.381510,0.799441,0.846145,0.555306,0.378696,0.928457,0.901292,0.575111,0.350877,0.821877,0.245283,0.581373
216,0.384115,0.813417,0.845652,0.531871,0.380286,0.931233,0.898573,0.570894,0.350877,0.821138,0.245283,0.581699
217,0.388672,0.817610,0.846046,0.531800,0.360329,0.932795,0.897805,0.574672,0.333333,0.821138,0.245283,0.581699
218,0.390625,0.781272,0.845899,0.565963,0.405473,0.932795,0.898691,0.571150,0.298246,0.820399,0.245283,0.581699
219,0.401042,0.770790,0.845735,0.522131,0.385799,0.930843,0.898490,0.572491,0.298246,0.824834,0.245283,0.581699
220,0.395833,0.808526,0.845521,0.548774,0.382008,0.932795,0.898337,0.573527,0.298246,0.821138,0.245283,0.581699
221,0.401042,0.800839,0.845735,0.531356,0.393904,0.932795,0.898195,0.579012,0.298246,0.823356,0.245283,0.581699
